BLS Job Title,LONG_OCC_CODE,Percentage with AA Degree or Less,Percentage with BA Degree or More,Total Employment (National),Mean Annual Wage (National),Annual Wage 10th Pct (National),Annual Wage 25th Pct (National),Median Annual Wage (National),Annual Wage 75th Pct (National),Annual Wage 90th Pct (National),Typical education needed for entry,Work experience in a related occupation,Non-Entry Level,BA Entry Level,Middle Skilled,Low Wage
Payroll Accountant,13-2011.93,19.7,80.10000000000002,1280700.0,79520.0,44480.0,55900.0,71550.0,94340.0,124450.0,Bachelor's degree,None,False,True,False,False
Construction Superintendent,11-9021.00,66.5,33.599999999999994,293380.0,105000.0,56140.0,71900.0,95260.0,126040.0,164790.0,Bachelor's degree,None,False,False,True,False
Recycling / Sanitation Worker,53-7081.00,95.4,4.5,121330.0,41400.0,22780.0,28880.0,37840.0,50240.0,67370.0,No formal educational credential,None,False,False,True,False
Auto Parts Delivery Driver,53-3031.00,93.3,6.6000000000000005,444660.0,30230.0,18060.0,20040.0,25860.0,37500.0,48970.0,High school diploma or equivalent,None,False,False,True,False
Residential Construction Manager,11-9021.00,66.5,33.599999999999994,293380.0,105000.0,56140.0,71900.0,95260.0,126040.0,164790.0,Bachelor's degree,None,False,False,True,False
Electronics Technician,17-3023.00,79.6,20.3,122550.0,66240.0,39190.0,50790.0,65260.0,78910.0,96690.0,Associate's degree,None,False,False,True,False
Environmental Planner / Scientist,19-2041.00,0.0,100.0,84290.0,77940.0,42810.0,54100.0,71360.0,95140.0,124760.0,Bachelor's degree,None,False,True,False,False
Fire Inspector / Investigator,33-2021.91,81.8,18.3,13710.0,64730.0,38090.0,48060.0,61660.0,78180.0,96400.0,Postsecondary nondegree award,5 years or more,True,False,False,False
Civil Engineering Technician,17-3022.00,79.6,20.3,68870.0,55480.0,33880.0,40590.0,53410.0,67070.0,80650.0,Associate's degree,None,False,False,True,False
Assistant General Manager,11-1021.92,54.1,45.9,2400280.0,123030.0,45050.0,65660.0,100780.0,157430.0,,Bachelor's degree,5 years or more,True,False,False,False
Marketing Consultant,13-1161.00,19.6,80.4,678500.0,71570.0,34350.0,46800.0,63790.0,89580.0,122630.0,Bachelor's degree,None,False,True,False,False
Accounting Specialist,43-3031.00,79.89999999999998,20.1,1512660.0,42960.0,25870.0,33020.0,41230.0,51370.0,62410.0,"Some college, no degree",None,False,False,True,False
Inside Sales Representative,41-4011.00,51.0,49.0,306980.0,92980.0,41080.0,57050.0,81020.0,117560.0,158580.0,Bachelor's degree,None,False,False,True,False
Cost Accounting Manager,11-3031.00,35.80000000000001,64.2,654790.0,147530.0,68370.0,92310.0,129890.0,181980.0,,Bachelor's degree,5 years or more,True,False,False,False
Marketing Operations Manager,11-2021.91,30.3,69.8,263680.0,149200.0,71010.0,97710.0,136850.0,185320.0,,Bachelor's degree,5 years or more,True,False,False,False
Sales and Marketing Director,11-2022.00,30.3,69.8,402600.0,141690.0,59810.0,85150.0,126640.0,177830.0,,Bachelor's degree,Less than 5 years,False,True,False,False
Independent Contractor Truck Driver,53-3032.00,93.3,6.6000000000000005,1856130.0,46850.0,29130.0,36250.0,45260.0,55850.0,66840.0,Postsecondary nondegree award,None,False,False,True,False
Content Marketing Manager,11-2021.91,30.3,69.8,263680.0,149200.0,71010.0,97710.0,136850.0,185320.0,,Bachelor's degree,5 years or more,True,False,False,False
Compliance Officer / Analyst,13-1041.00,35.7,64.2,317600.0,72850.0,38920.0,51050.0,69050.0,91260.0,109950.0,Bachelor's degree,None,False,True,False,False
